Date,Close
10/16/2019 16:00:00,53.17
10/17/2019 16:00:00,53.37
10/18/2019 16:00:00,53.83
10/21/2019 16:00:00,54.58
10/22/2019 16:00:00,54.65
10/23/2019 16:00:00,53.81
10/24/2019 16:00:00,53.79
10/25/2019 16:00:00,54.6
10/28/2019 16:00:00,55.17
10/29/2019 16:00:00,55.38
10/30/2019 16:00:00,55.32
10/31/2019 16:00:00,55.08
11/1/2019 16:00:00,56.02
11/4/2019 16:00:00,56.88
11/5/2019 16:00:00,57.51
11/6/2019 16:00:00,57.58
11/7/2019 16:00:00,57.66
11/8/2019 16:00:00,57.58
11/11/2019 16:00:00,57.21
11/12/2019 16:00:00,57.22
11/13/2019 16:00:00,56.5
11/14/2019 16:00:00,56.55
11/15/2019 16:00:00,56.85
11/18/2019 16:00:00,57.08
11/19/2019 16:00:00,57.07
11/20/2019 16:00:00,55.67
11/21/2019 16:00:00,55.31
11/22/2019 16:00:00,56.11
11/25/2019 16:00:00,56.35
11/26/2019 16:00:00,57.46
11/27/2019 16:00:00,57.07
11/29/2019 13:00:00,57.31
12/2/2019 16:00:00,56.75
12/3/2019 16:00:00,55.62
12/4/2019 16:00:00,56.06
12/5/2019 16:00:00,55.88
12/6/2019 16:00:00,56.14
12/9/2019 16:00:00,55.8
12/10/2019 16:00:00,55.53
12/11/2019 16:00:00,55.08
12/12/2019 16:00:00,56.69
12/13/2019 16:00:00,56.73
12/16/2019 16:00:00,58.42
12/17/2019 16:00:00,58.69
12/18/2019 16:00:00,58.58
12/19/2019 16:00:00,59.14
12/20/2019 16:00:00,58.97
12/23/2019 16:00:00,59.44
12/24/2019 13:00:00,59.39
12/26/2019 16:00:00,59.56
12/27/2019 16:00:00,59.08
12/30/2019 16:00:00,58.66
12/31/2019 16:00:00,58.48
