Date,Close
4/18/2019 16:00:00,88.28
4/22/2019 16:00:00,87.56
4/23/2019 16:00:00,87.97
4/24/2019 16:00:00,88.03
4/25/2019 16:00:00,86.86
4/26/2019 16:00:00,87.94
4/29/2019 16:00:00,89.61
4/30/2019 16:00:00,88.86
5/1/2019 16:00:00,87.94
5/2/2019 16:00:00,88.31
5/3/2019 16:00:00,88.5
5/6/2019 16:00:00,87.79
5/7/2019 16:00:00,85.68
5/8/2019 16:00:00,84.64
5/9/2019 16:00:00,84.12
5/10/2019 16:00:00,84.79
5/13/2019 16:00:00,82.07
5/14/2019 16:00:00,83.45
5/15/2019 16:00:00,82.35
5/16/2019 16:00:00,82.58
5/17/2019 16:00:00,81.5
5/20/2019 16:00:00,81.74
5/21/2019 16:00:00,82.97
5/22/2019 16:00:00,81.88
5/23/2019 16:00:00,80.91
5/24/2019 16:00:00,80.79
5/28/2019 16:00:00,79.81
5/29/2019 16:00:00,79.25
5/30/2019 16:00:00,79.47
5/31/2019 16:00:00,77.65
6/3/2019 16:00:00,77.72
6/4/2019 16:00:00,80.52
6/5/2019 16:00:00,81.85
6/6/2019 16:00:00,82.96
6/7/2019 16:00:00,83.27
6/10/2019 16:00:00,82.67
6/11/2019 16:00:00,82.77
6/12/2019 16:00:00,83.79
6/13/2019 16:00:00,87.11
6/14/2019 16:00:00,87.12
6/17/2019 16:00:00,86.77
6/18/2019 16:00:00,87.4
6/19/2019 16:00:00,88.66
6/20/2019 16:00:00,87.14
6/21/2019 16:00:00,86.72
6/24/2019 16:00:00,86.55
6/25/2019 16:00:00,85.06
6/26/2019 16:00:00,85.33
6/27/2019 16:00:00,86.43
6/28/2019 16:00:00,87.55
7/1/2019 16:00:00,88.45
7/2/2019 16:00:00,88.87
7/3/2019 13:00:00,90.67
7/5/2019 16:00:00,90.59
7/8/2019 16:00:00,90.67
7/9/2019 16:00:00,89.46
7/10/2019 16:00:00,89.51
7/11/2019 16:00:00,89.48
7/12/2019 16:00:00,91.23
7/15/2019 16:00:00,91.32
7/16/2019 16:00:00,93.92
7/17/2019 16:00:00,94.78
7/18/2019 16:00:00,95.28
7/19/2019 16:00:00,93.83
7/22/2019 16:00:00,93.83
7/23/2019 16:00:00,94.93
7/24/2019 16:00:00,95.11
7/25/2019 16:00:00,93.93
7/26/2019 16:00:00,93.36
7/29/2019 16:00:00,93.44
7/30/2019 16:00:00,93.93
7/31/2019 16:00:00,91.91
8/1/2019 16:00:00,90.49
8/2/2019 16:00:00,89.43
8/5/2019 16:00:00,85.59
8/6/2019 16:00:00,85.46
8/7/2019 16:00:00,86.48
8/8/2019 16:00:00,87.63
8/9/2019 16:00:00,86.98
8/12/2019 16:00:00,84.71
8/13/2019 16:00:00,84.56
8/14/2019 16:00:00,81.95
8/15/2019 16:00:00,81.62
8/16/2019 16:00:00,82.94
8/19/2019 16:00:00,83.89
8/20/2019 16:00:00,84.03
8/21/2019 16:00:00,85.29
8/22/2019 16:00:00,85.56
8/23/2019 16:00:00,82.53
8/26/2019 16:00:00,83.58
8/27/2019 16:00:00,81.94
8/28/2019 16:00:00,82.45
8/29/2019 16:00:00,84.69
8/30/2019 16:00:00,84.31
9/3/2019 16:00:00,83.15
9/4/2019 16:00:00,83.91
9/5/2019 16:00:00,85.84
9/6/2019 16:00:00,86.3
9/9/2019 16:00:00,87.33
9/10/2019 16:00:00,87.56
9/11/2019 16:00:00,88.38
9/12/2019 16:00:00,89.38
9/13/2019 16:00:00,91.35
9/16/2019 16:00:00,88.76
9/17/2019 16:00:00,89.98
9/18/2019 16:00:00,90.23
9/19/2019 16:00:00,89.42
9/20/2019 16:00:00,89.09
9/23/2019 16:00:00,88.21
9/24/2019 16:00:00,88.3
9/25/2019 16:00:00,89.17
9/26/2019 16:00:00,88.45
9/27/2019 16:00:00,88.14
9/30/2019 16:00:00,88.41
10/1/2019 16:00:00,87.84
10/2/2019 16:00:00,83.69
10/3/2019 16:00:00,83.27
10/4/2019 16:00:00,84.29
10/7/2019 16:00:00,84.85
10/8/2019 16:00:00,84.69
10/9/2019 16:00:00,86.46
10/10/2019 16:00:00,87.34
10/11/2019 16:00:00,87.15
10/14/2019 16:00:00,86.97
10/15/2019 16:00:00,87.88
10/16/2019 16:00:00,89.7
10/17/2019 16:00:00,89.46
10/18/2019 16:00:00,90.09
10/21/2019 16:00:00,90.78
10/22/2019 16:00:00,89.71
10/23/2019 16:00:00,89.9
10/24/2019 16:00:00,89.81
10/25/2019 16:00:00,91.64
10/28/2019 16:00:00,92.19
10/29/2019 16:00:00,91.03
10/30/2019 16:00:00,91.67
10/31/2019 16:00:00,90.84
11/1/2019 16:00:00,91.65
11/4/2019 16:00:00,92.39
11/5/2019 16:00:00,93.12
11/6/2019 16:00:00,93.34
11/7/2019 16:00:00,93.8
11/8/2019 16:00:00,93.44
11/11/2019 16:00:00,93.53
11/12/2019 16:00:00,92.72
11/13/2019 16:00:00,92.42
11/14/2019 16:00:00,92.52
11/15/2019 16:00:00,92.51
11/18/2019 16:00:00,92.77
11/19/2019 16:00:00,93.29
11/20/2019 16:00:00,91.7
11/21/2019 16:00:00,90.97
11/22/2019 16:00:00,91.78
11/25/2019 16:00:00,92.52
11/26/2019 16:00:00,92.76
11/27/2019 16:00:00,93.05
11/29/2019 13:00:00,92.8
12/2/2019 16:00:00,91.63
12/3/2019 16:00:00,88.87
12/4/2019 16:00:00,88.17
12/5/2019 16:00:00,87.86
12/6/2019 16:00:00,88.58
12/9/2019 16:00:00,87.61
12/10/2019 16:00:00,86.51
12/11/2019 16:00:00,87.02
12/12/2019 16:00:00,88.47
12/13/2019 16:00:00,87.58
12/16/2019 16:00:00,88.63
12/17/2019 16:00:00,89.36
12/18/2019 16:00:00,88.84
12/19/2019 16:00:00,89.22
12/20/2019 16:00:00,89.28
12/23/2019 16:00:00,89.44
12/24/2019 13:00:00,89.15
12/26/2019 16:00:00,89.26
12/27/2019 16:00:00,88.37
12/30/2019 16:00:00,87.96
12/31/2019 16:00:00,88.09
