Date,Close
1/2/2019 16:00:00,84.18
1/3/2019 16:00:00,80
1/4/2019 16:00:00,82.68
1/7/2019 16:00:00,83.23
1/8/2019 16:00:00,82.38
1/9/2019 16:00:00,83.76
1/10/2019 16:00:00,81.37
1/11/2019 16:00:00,80.07
1/14/2019 16:00:00,79.91
1/15/2019 16:00:00,81.2
1/16/2019 16:00:00,86.36
1/17/2019 16:00:00,86.74
1/18/2019 16:00:00,85.59
1/22/2019 16:00:00,83.34
1/23/2019 16:00:00,82.88
1/24/2019 16:00:00,84.03
1/25/2019 16:00:00,84.14
1/28/2019 16:00:00,84.6
1/29/2019 16:00:00,85.67
1/30/2019 16:00:00,87.47
1/31/2019 16:00:00,87.27
2/1/2019 16:00:00,87.49
2/4/2019 16:00:00,88.62
2/5/2019 16:00:00,89.46
2/6/2019 16:00:00,89.75
2/7/2019 16:00:00,87.86
2/8/2019 16:00:00,88.17
2/11/2019 16:00:00,89.15
2/12/2019 16:00:00,87.97
2/13/2019 16:00:00,88.58
2/14/2019 16:00:00,88.15
2/15/2019 16:00:00,88.31
2/19/2019 16:00:00,89.24
2/20/2019 16:00:00,88.5
2/21/2019 16:00:00,88.84
2/22/2019 16:00:00,89.43
2/25/2019 16:00:00,89.58
2/26/2019 16:00:00,89.53
2/27/2019 16:00:00,87.6
2/28/2019 16:00:00,87.81
3/1/2019 16:00:00,86.92
3/4/2019 16:00:00,84.31
3/5/2019 16:00:00,85.05
3/6/2019 16:00:00,84.33
3/7/2019 16:00:00,82.61
3/8/2019 16:00:00,82.4
3/11/2019 16:00:00,82.38
3/12/2019 16:00:00,79.85
3/13/2019 16:00:00,81.21
3/14/2019 16:00:00,81.49
3/15/2019 16:00:00,81.69
3/18/2019 16:00:00,80.73
3/19/2019 16:00:00,81.34
3/20/2019 16:00:00,79.83
3/21/2019 16:00:00,81
3/22/2019 16:00:00,79.63
3/25/2019 16:00:00,78.12
3/26/2019 16:00:00,77.49
3/27/2019 16:00:00,78.53
3/28/2019 16:00:00,78.6
3/29/2019 16:00:00,79.78
4/1/2019 16:00:00,80.87
4/2/2019 16:00:00,82.77
4/3/2019 16:00:00,84.2
4/4/2019 16:00:00,84.64
4/5/2019 16:00:00,84.91
4/8/2019 16:00:00,84.58
4/9/2019 16:00:00,84.25
4/10/2019 16:00:00,84.52
4/11/2019 16:00:00,85.75
4/12/2019 16:00:00,85.49
4/15/2019 16:00:00,84.52
4/16/2019 16:00:00,85.17
4/17/2019 16:00:00,89.24
