Date,Close
12/6/2019 16:00:00,55.94
12/9/2019 16:00:00,55.47
12/10/2019 16:00:00,54.91
12/11/2019 16:00:00,54
12/12/2019 16:00:00,54.49
12/13/2019 16:00:00,54.15
12/16/2019 16:00:00,54.35
12/17/2019 16:00:00,54.18
12/18/2019 16:00:00,53.6
12/19/2019 16:00:00,54.08
12/20/2019 16:00:00,54.63
12/23/2019 16:00:00,55.25
12/24/2019 13:00:00,54.94
12/26/2019 16:00:00,54.9
12/27/2019 16:00:00,54.32
12/30/2019 16:00:00,54.08
12/31/2019 16:00:00,53.98
